Cluster,UrbanRural_2020CPH,Retail,Finance,Healthcare,Food_Place,Education,Civic,Government,Transit,Parking_Lot,Retail_z,Finance_z,Healthcare_z,Food_Place_z,Education_z,Civic_z,Government_z,Transit_z,Parking_Lot_z
0,U,0,16,4,46,6,4,0,2,3,-0.7709914551093209,0.0787602949655721,-0.19891609742285965,0.060738894396396924,0.23212625952537086,-0.2786646641767606,-0.296168031774234,-0.22961436801981794,0.0487970669499078
1,R,0,4,1,11,1,1,0,1,0,-0.7709914551093209,-0.7177177184302965,-1.0088765965731936,-0.7605725896111285,-0.9096687676374287,-1.1013664988589225,-0.296168031774234,-0.7144522020716945,-1.0564172902862903
2,U,3,138,25,291,17,29,0,6,17,1.3007569869564217,1.4463378883437146,1.2584252428938498,1.1596018073245096,1.0929288179022778,1.3300865229360983,-0.296168031774234,0.7835481734961657,1.2479131998098185
3,U,1,44,14,150,12,18,0,3,11,0.26488276592355037,0.7123167643029018,0.7722085977732546,0.7628707098077786,0.7963318654956237,0.919980906161915,-0.296168031774234,0.11438354971437108,0.9246587226889129
